City,Restaurant,Price,Avg ratings,Food type,Delivery time
Kolkata,Salt N Spice,350,2.9,"Fast Food,Beverages,Snacks,Chinese,Ice Cream,Combo",65
Hyderabad,Sam Icecreame And Chat Center,120,2.9,Beverages  Ice Cream  Salads,75
Pune,Sam Mankar Dosa,300,2.9,"South Indian,Desserts,Beverages",77
Delhi,Sam Special All Chinese Food,300,2.9,"Chinese,Fast Food",57
Pune,Sam'S Cafe & Cake Shop,250,2.9,"Continental,Fast Food,Cafe,Bakery",68
Mumbai,Samaira Caterers,300,2.9,Chinese  North Indian  Fast Food  Beverages,52
Pune,Samarth Pav Bhaji Juice Centre,200,2.9,"Street Food,Pizzas",52
Pune,Sambar Pure Veg,150,2.9,"South Indian,Chinese,Beverages,Indian",39
Kolkata,Sambhar Chutney,300,4.4,"South Indian,Beverages",71
Bangalore,Samosa Party,150,4.5,"Fast Food,North Indian,Snacks,Street Food,Beverages,Chaat",36
Hyderabad,Samosa Singh,100,4,"Fast Food,Snacks,North Indian,Desserts,Beverages,Street Food,Combo",37
Mumbai,Samosa Singh,100,4.1,"North Indian,Fast Food,Snacks,Desserts,Beverages,Street Food,Combo",49
Surat,Samosazz,300,2.9,"Chinese,Fast Food,Pizzas,Beverages,Pastas",58
Delhi,Samose Wale,150,4.1,Snacks,70
Kolkata,Sampa Snacks,200,3.9,"Chinese,Indian",66
Hyderabad,Sampradaya Foods,450,4.5,"Sweets,Desserts",40
Bangalore,Sampurna - The House Of Southern Flavours,200,4.2,"South Indian,Hyderabadi,Andhra,Biryani,Desserts,Snacks",45
Mumbai,Samrat Hotel,350,4,"Chinese,Indian,Mughlai",38
Bangalore,Samrat In Chalukya,600,4.2,"North Indian,South Indian",45
Kolkata,Samrat Shazada,200,2.9,"Chinese,Mughlai,Indian,Snacks,Combo",71
Pune,Samruddhi,300,4.1,"Mughlai,North Indian,Chinese",62
Pune,Samudra Veg,400,4.3,"North Indian,Chinese,South Indian,Fast Food",35
Bangalore,Sanchez,1200,4.7,"Mexican,Salads",45
Delhi,Sandoz Paschim Vihar,300,4.1,"North Indian,Chinese",49
Kolkata,Sandwich Aur Waffle Co,200,4.3,"Snacks,Fast Food,Waffle,Desserts,Ice Cream,Pastas,Combo,Beverages",90
Kolkata,Sandwich Bites,400,2.9,North Indian,64
Ahmedabad,Sandwich Boxx,250,3.7,"Street Food,Fast Food",50
Hyderabad,Sandwich Bristo,250,2.9,"European,Snacks,Fast Food",45
Mumbai,Sandwich Coffee House,350,4.3,American  Beverages  Fast Food,58
Hyderabad,Sandwich Eatery,250,4,Fast Food  Beverages,75
Hyderabad,Sandwich Fun,200,2.9,"Pizzas,Snacks",39
Kolkata,Sandwich Gali,250,2.9,Fast Food,80
Bangalore,Sandwich Guru,99,4.3,"Snacks,Beverages",50
Mumbai,Sandwich Hub,200,2.9,"Fast Food,Beverages",52
Chennai,Sandwich Hub By Anika Foods,200,4.2,Pastas,52
Chennai,Sandwich Master,250,2.9,"Indian,Snacks,Fast Food",68
Ahmedabad,Sandwich N Shakes,100,2.8,"Continental,Beverages",47
Kolkata,Sandwich Pizza House,200,2.9,"Chinese,Snacks,North Indian,Pizzas",59
Mumbai,Sandwich Plus,200,2.9,Fast Food,38
Chennai,Sandwich Square,200,4.3,"Snacks,Pastas,Fast Food,Beverages",62
Chennai,Sandwich Town,200,2.9,Snacks,39
Kolkata,Sandwich Wale,250,2.9,"Fast Food,Italian,Desserts",81
Ahmedabad,Sandwichworkz - The Fusion Street Cafe,300,4.3,"South Indian,Continental",47
Kolkata,Sandwizz,199,2.9,Fast Food,98
Mumbai,Sandwizzaa,250,4.6,Fast Food,31
Chennai,Sandy'S,700,4.3,"Desserts,Continental",54
Mumbai,Sangeeta'S Kitchen,500,3.8,Indian,66
Chennai,Sangeetha Veg (Vr Mall),200,4.2,Indian,82
Chennai,Sangeetha Veg Restaurant,150,4.4,"North Indian,Chinese,South Indian",31
Chennai,Sanjana Foods And Snacks,45,2.9,"Snacks,Sweets,Beverages",57
Mumbai,Sanjay Restaurant,450,4,Indian,47
Mumbai,Sanjeevani Foods - Real Maharastrian Food,150,2.9,Maharashtrian,65
Kolkata,Sanjha Chulha,400,4.4,"North Indian,Biryani,Indian,Chinese",57
Delhi,Sanjha Chulha Since 1979,300,2.9,North Indian,55
Kolkata,Sanjib Da Dhaba 4U,500,2.9,"North Indian,Biryani,Seafood",72
Ahmedabad,Sankalp,350,4,"South Indian,Beverages",36
Ahmedabad,Sanman Hotel,450,4.1,Indian,36
Mumbai,Sanskari Biryani & More,350,4.2,"Biryani,Mughlai,North Indian,Desserts,Beverages",57
Mumbai,Sanskari Paratha,250,2.9,North Indian,47
Pune,Sanskruti Pure Veg,300,2.9,South Indian,32
Mumbai,Santa Fe Burgers,400,2.9,"Pizzas,Pastas,Fast Food",54
Kolkata,Santa'S Fantasea,1200,4.3,"Tribal,Seafood,Chinese",80
Chennai,Sante Spa Cuisine,1300,4.6,"Italian,Continental,Mediterranean,Fast Food",47
Mumbai,Sante Spa Cuisine,1900,2.9,"Healthy Food,Salads,Pizzas",58
Bangalore,Santhanam Sweets,200,4.3,Sweets,36
Pune,Santosh Bhel And Panipuri,150,2.9,Chinese,54
Hyderabad,Santosh Dhaba Exclusive,300,4.1,"North Indian,Biryani,Chinese,Italian,Mexican,Desserts",30
Hyderabad,Santosh Dhaba Jashan,300,4.1,"North Indian,Chinese,Italian",30
Hyderabad,Santosh Family Dhaba,300,3.8,"North Indian,Biryani,Chinese,Tandoor,Indian",32
Ahmedabad,Santosh Fast Food,200,2.9,Fast Food,49
Mumbai,Santosh Kitchen,400,2.9,Chinese  Snacks,54
Mumbai,Santosh Lunch Home,450,4.2,Indian,40
Hyderabad,Santrupti Restaurant,400,2.9,"South Indian,North Indian,Biryani",68
Ahmedabad,Santushti - Shakes & More,400,4.2,"Desserts,Beverages",30
Surat,Santushti Shakes & More,150,4.3,"Beverages,Desserts,Ice Cream",36
Pune,Sapkal Foods,100,2.9,"Indian,Fast Food,Snacks",62
Ahmedabad,Sapna Maggi & Pasta,200,2.9,Continental,45
Pune,Sapna Pav Bhaji,300,4,"Maharashtrian,Street Food,Chinese,Beverages,Desserts",59
Mumbai,Saptami - Holiday Inn,550,4.3,"Continental,Indian,Chinese",60
Hyderabad,Saptami Grand - Udupi Veg Restaurant,200,4.3,"South Indian,Chinese,Desserts",47
Kolkata,Saptapadi,500,4.2,"Bengali,Thalis",57
Mumbai,Sara India Da Mini R,300,2.9,Biryani  Indian  Tandoor  Punjabi,49
Delhi,Saravana South Indian Cafe,150,3.9,"South Indian,Chinese",38
Hyderabad,Saravana Udupi Hotel,150,3.8,South Indian,46
Delhi,Sardar Ji Family Restaurant (Raja Garden),300,4.2,"Punjabi,Chinese,North Indian,Beverages,Tandoor,Kebabs,Indian,Fast Food",73
Surat,Sardar Ji Ka Dhaba,300,2.9,"North Indian,Punjabi",57
Surat,Sardarji Ka Dhaba,250,3.2,Punjabi,28
Bangalore,Sardarji Londonwaley,350,4,"Indian,North Indian,Punjabi,Chinese,Biryani",55
Pune,Sardarji'S Paratha & Chaap House,250,4.1,"North Indian,Beverages",72
Kolkata,Sare Chuattar,450,4.2,Bengali,71
Pune,Sarjaa Restaurant & Bar,1100,4.3,"Mughlai,North Indian,Chinese,Seafood",65
Chennai,Sarmani Veg Restaurant,300,4.4,"South Indian,North Indian,Chinese,Tandoor",47
Bangalore,Sarposh Restaurant And Tea Room,1200,4.2,"North Indian,Kashmiri",66
Hyderabad,Sarvi Bakery,250,4.1,"Desserts,Fast Food,Bakery",58
Hyderabad,Sarvi Restaurant,400,4.1,"Biryani,Tandoor,Chinese,Indian,Desserts,Kebabs,Mughlai",56
Surat,Sarvottam Restaurant,300,3.9,"Beverages,Chinese,Punjabi",22
Ahmedabad,Sassy Street,250,2.9,"Chaat,Snacks,Chinese",44
Mumbai,Sassy Teaspoon,300,4,"Desserts,Bakery",38
Pune,Sassy Teaspoon,800,4.6,"Ice Cream,Desserts,Bakery",47
Ahmedabad,Sasuji,350,4.6,Indian,32
Ahmedabad,Sasuma,100,4.2,"Gujarati,Snacks,Fast Food,North Indian",47
Surat,Sasumaa'S,360,4,"Gujarati,Chinese",30
Delhi,Satguru Tiffin Service,200,3.5,"North Indian,Chinese,Desserts,Fast Food",73
Chennai,Sathyam Cinemas,250,4.4,"Fast Food,Snacks,Desserts,Beverages",44
Pune,Sattar Buksh Biryani And More,400,2.9,"Indian,Fast Food",80
Bangalore,Sattuani,200,2.9,"North Indian,Chinese",36
Bangalore,Sattvam,1200,4.2,"Chinese,South Indian,North Indian,Continental,Desserts,Italian",52
Mumbai,Satus Sweets Snacks & Namkeen,200,4.2,"Sweets,Snacks",46
Kolkata,Satvik,250,2.9,Indian,52
Pune,Satwik Dining Hall,200,2.9,Maharashtrian,46
Hyderabad,Sauced Up,200,4.4,"American,Fast Food",47
Ahmedabad,Saurashtra Chawana & Sweets,200,4.3,"Sweets,Snacks",39
Bangalore,Savera Lassi Shop,250,2.9,"Juices,Beverages,Snacks,Ice Cream",38
Bangalore,Savi Sagar,300,4.2,"Beverages,Chinese,Fast Food,Jain,North Indian,South Indian",55
Kolkata,Savister,250,4.3,"Snacks,Beverages",87
Bangalore,Savory Platters By Upp,300,4,"American,Continental,French,Beverages",66
Ahmedabad,Savoureux,650,4.4,"Indian,Chinese,Continental",45
Bangalore,Savoury,800,4.4,"Biryani,Mughlai,Kebabs,Desserts",48
Chennai,Savoury Sea Shell,400,4.3,"Arabian,Indian,Chinese",47
Mumbai,Sawali Restaurant (Pure Veg),550,4.3,"South Indian,Indian,Chinese",36
Mumbai,Say Cheese,250,4.1,"Fast Food,Snacks,Italian,Chinese,Pizzas,Combo",48
Bangalore,Say Cheese! Pizza,400,3.4,"Pizzas,Italian,Desserts,Pastas",54
Bangalore,Say Noodles,300,3.3,"Chinese,Thai,Seafood,Asian,Combo,Healthy Food,Beverages",52
Delhi,Sayna Restaurant,150,2.9,North Indian,65
Mumbai,Sbarro - New York Pizza,600,3.7,Italian  Pizzas  Desserts  Beverages  Combo,46
Mumbai,Schezwan King,400,2.9,Chinese  Fast Food  North Indian,51
Chennai,Schezwan Wok,300,4,"Chinese,Beverages",58
Kolkata,Scone (Multicuisine Unit),300,4.4,"Indian,Chinese",73
Mumbai,Scoop - Premium Italian Ice Cream,150,4.1,"Ice Cream,Desserts,Beverages,Italian",45
Hyderabad,Scoops,200,4.5,"Ice Cream,Desserts,Beverages",20
Hyderabad,Scoops Ameerpet,250,2.9,Ice Cream  Desserts  Beverages,65
Hyderabad,Scoops Tiffin,100,4.2,South Indian,31
Kolkata,Scrapyard,1000,2.9,Continental,63
Ahmedabad,Sea Food Kitchen,250,3.1,"Seafood,Bengali,North Indian,Biryani",48
Chennai,Sea Shore,500,3.8,"North Indian,Chettinad,Chinese,Seafood",39
Bangalore,Sea Spice Multicuisine Restaurant,400,2.9,"Seafood,Chinese,Biryani",59
Pune,Sea Spices,400,2.9,Indian,52
Chennai,Sealord Restaurant,450,4,"South Indian,Fast Food,Biryani,Chinese",40
Ahmedabad,Season 9,250,4.1,"Indian,Chinese,Continental",50
Hyderabad,Seasons Xprs,200,4.1,"Lebanese,Arabian",67
Kolkata,Second House,500,2.9,"North Indian,Chinese,Kebabs,Biryani,Mughlai",84
Mumbai,Second House Kitchen,400,2.9,"Italian,Salads,Fast Food,Chinese",50
Delhi,Second Wife,300,2.9,"Fast Food,Italian",58
Kolkata,Second Wife Restro,200,2.9,"Indian,Chinese,Combo",86
Bangalore,Secretspot Cafe,199,2.9,"Pizzas,Continental,Beverages,Snacks",57
Hyderabad,Seema Ruchulu,300,3.6,"Indian,South Indian",65
Chennai,Seena Bhai 1977 Dosa Center,100,4,South Indian,33
Chennai,Seena Bhai 1977 Dosa Centre,150,3.3,South Indian,38
Hyderabad,Seeta Fruit Juice Centre,200,3.4,Ice Cream  Beverages,37
Chennai,Seiko Grill,200,2.9,"Chinese,Beverages",50
Kolkata,Sendha Namak,200,4.4,Healthy Food  Juices  Beverages  Snacks  Fast Food,83
Bangalore,Sendhoor Coffee,200,4.3,"South Indian,Indian,Beverages",46
Bangalore,Senoritas Mexican Kitchen By Little Italy,500,3.8,"Mexican,Salads,Combo,Snacks,Healthy Food",56
Chennai,Senoritas Mexican Kitchen By Little Italy,500,2.9,"Mexican,Salads,Combo,Snacks,Healthy Food",48
Mumbai,Sentral Fusion,200,2.9,Chinese,45
Mumbai,Sequel,1000,4.4,"Cafe,Healthy Food",50
Chennai,Sera - The Tapas Bar & Restaurant,1000,4.1,"Chinese,Continental,Spanish",60
Bangalore,Sera'S Cuisine,300,4.2,"Indian,Biryani,Seafood",60
Delhi,Sethi Restaurant,300,4,North Indian,63
Pune,Seven - Shawarma And Burgers,250,3.9,"Lebanese,Fast Food,Snacks,Arabian",51
Mumbai,Seven Seven,650,3.9,"Italian,Chinese,Fast Food",51
Mumbai,Seven Spices Fast Food,100,4.2,"Snacks,Fast Food,Indian,Chinese,Jain",48
Kolkata,Sfc Food Funda,250,2.9,"Fast Food,Biryani",68
Delhi,Sfc Soya Chaap ( Shalimar Bagh),200,4.1,"Snacks,North Indian,Chinese,Fast Food,Indian,Kebabs",64
Kolkata,Sgf - Spice Grill Flame,250,4,"North Indian,Fast Food,Chinese",76
Delhi,Sgf - Spice Grill Flame (Paschim Vihar),250,3.7,"North Indian,Fast Food,Chinese",54
Hyderabad,Sh Shawarma,200,2.9,Arabian  Fast Food,47
Chennai,Sha Cafe,70,2.9,"Beverages,Snacks,Cafe,Indian,Chinese,Tandoor,Kebabs",58
Mumbai,Shaan Chinese,400,2.9,Chinese,37
Mumbai,Shabari,400,3.9,"North Indian,South Indian,Fast Food",48
Hyderabad,Shadab Go,500,4.1,"North Indian,Biryani,Chinese",68
Chennai,Shafi Sweets,400,4.3,"Snacks,Sweets,Desserts",51
Hyderabad,Shah Ghouse Cafe & Restaurant,350,4,Biryani  North Indian  Chinese  Mughlai  Tandoor,63
Hyderabad,Shah Icecream,300,4.3,Ice Cream,28
Pune,Shah Restaurant,300,2.9,"North Indian,Fast Food,Chinese,Mughlai",51
Delhi,Shahenshah Taste Me Baap,300,2.9,North Indian,62
Surat,Shahi Biryani & Khichda,300,2.9,Biryani,38
Delhi,Shahi Chiken Corner,350,2.9,Indian,60
Mumbai,Shahi Chulha,300,2.9,North Indian  Punjabi  Street Food  Mughlai  Biryani  Tandoor  Arabian,61
Kolkata,Shahi Dum Pukht,250,3.7,North Indian,83
Pune,Shahi Durbar,200,4.3,"Ice Cream,Desserts",58
Kolkata,Shahi Kitchen,300,3.5,"North Indian,Biryani",81
Hyderabad,Shahi Mandi,350,2.9,Indian,39
Delhi,Shahi Naan Wala,250,4.4,"North Indian,Fast Food,Tandoor,Combo,Snacks",50
Hyderabad,Shahi Rasoi Multicuisine Family Restaurant,750,4.1,"Biryani,Desserts,Grill",50
Mumbai,Shahi Restaurant,500,3.5,"Chinese,North Indian,Tandoor",43
Delhi,Shahi Tandoor,300,2.9,"Tandoor,Indian",47
Hyderabad,Shahi Zaiqa,750,4.2,Biryani  North Indian  Chinese,35
Hyderabad,Shahji Ka Dhaba,400,4.3,"North Indian,Chinese",44
Pune,Shahji'S Parantha House (Laxmi Road),500,4.3,North Indian,35
Chennai,Shaik Shack Shawarma,200,4.1,Fast Food,72
Delhi,Shake Square,250,3.9,"Ice Cream,Beverages,Fast Food,Italian,Desserts",50
Delhi,Shake'N Food,350,4.7,Beverages,46
Surat,Shaker'S Galleria,360,2.9,"Beverages,Waffle,Desserts",58
Bangalore,Shakers Cafe,200,2.9,"Juices,Desserts,Indian,Fast Food",58
Surat,Shakes & Scoops Vesu,150,4.3,"Ice Cream,Beverages",46
Pune,Shakes +,300,3.7,"Beverages,Desserts",46
Delhi,Shakes And Chinese,250,2.9,"Indian,Chinese",45
Chennai,Shakes And Desserts,200,3.9,"Ice Cream,Juices,North Indian,Salads",50
Delhi,Shakes House By Vhc,150,2.9,"Beverages,Continental,Italian,Combo,Desserts,Snacks",51
Pune,Shakes+,300,2.9,"Beverages,Desserts",72
Ahmedabad,Shakesee,200,4.1,"Beverages,Snacks,Fast Food,Desserts",48
Delhi,Shakespeare Cafe (Punjabi Bagh),400,2.9,"Indian,Tandoor,Chinese",75
Delhi,Shakespeer,300,2.9,"Fast Food,Pizzas,Beverages,Snacks",62
Hyderabad,Shakesphere,250,2.9,"Beverages,Fast Food",72
Mumbai,Shakeywakey,400,2.9,"Beverages,Desserts",35
Pune,Shakezone,250,2.9,"Beverages,Desserts",52
Ahmedabad,Shakti - The Sandwich Shop,300,4.2,"Fast Food,Pizzas,Combo",31
Surat,Shakti - The Sandwich Shop,300,3.5,"Fast Food,American,Italian,Indian,Snacks,Italian-American,Beverages",40
Ahmedabad,Shakti - The Sandwich Shop - Vishala,300,4.4,"Pizzas,Combo",44
Ahmedabad,Shakti - The Sandwich Shop Ratanpole,300,3.8,"Pizzas,Combo",53
Ahmedabad,Shakti - The Sandwich Shop: Naranpura,350,3.9,"Fast Food,Snacks",48
Mumbai,Shalimar,700,4.1,"Indian,Chinese",57
Delhi,Shalimar Cafe  By Amandeep Pure Veg,200,4.3,"Indian,Chinese,Italian",65
Mumbai,Shalimar Juicy,200,2.9,"Indian,Beverages,Snacks,Desserts,Pizzas",38
Mumbai,Shalimar Restaurant,500,2.9,"Chinese,Indian,Beverages",42
Mumbai,Shalimar Restaurant & Store,650,4.1,"North Indian,Chinese,Mughlai",32
Hyderabad,Shalimar Sweets,300,4.1,Sweets,67
Hyderabad,Shamaa Hotel,300,3.8,"Indian,North Indian,Chinese,Seafood,Biryani,Tandoor,Ice Cream",73
Hyderabad,Shanbhag Hotel,300,3.9,South Indian  Chinese  Biryani,54
Kolkata,Shandar Chinese Kitchen,300,4.4,"Chinese,Snacks",88
Mumbai,Shane Ahmedi Hotel,300,2.9,Indian  Chinese  North Indian,39
Delhi,Shanghai Chillie'S,300,2.9,"Chinese,Fast Food,Thai",45
Kolkata,Shanghai Flavours Of China Town,1000,3.8,Chinese,78
Bangalore,Shanghai Social,300,2.9,Chinese,70
Kolkata,Shanghai Social,400,4.2,Chinese  Asian,62
Bangalore,Shanthi Sagar Grand,200,4,"North Indian,South Indian,Fast Food",57
Bangalore,Shanti Sagar,200,4.3,South Indian,48
Pune,Shanti Swayampakghar,250,4.2,North Indian,68
Ahmedabad,Shaolin Panda,400,2.9,Chinese,46
Bangalore,Sharief Bhai,400,4.1,"Biryani,North Indian,Kebabs,Mughlai,Grill,Fast Food,Beverages,Combo,Sweets,Desserts",48
Kolkata,Sharma And Sons,250,3.9,Chinese  Indian,47
Kolkata,Sharma Dhaba,300,4.2,North Indian  Fast Food  Tandoor  Biryani  Kebabs  Snacks  Chinese,54
Kolkata,Sharma Jalpan,100,4.1,Snacks  Fast Food,55
Kolkata,Sharma Milk,200,2.9,Chinese,45
Delhi,Sharma Shud Vashno Dhaba,200,4.2,North Indian,50
Kolkata,Sharma Snacks,100,4.2,"Beverages,Chaat",66
Kolkata,Sharma Snacks - Lake Town,100,4.3,Snacks  Street Food  Fast Food  Sweets,61
Kolkata,Sharma Snacks Centre,300,4.4,Snacks  Fast Food  Desserts  Beverages,46
Kolkata,Sharma Tiffin,200,2.9,North Indian,53
Pune,Sharvaree Restaurant,700,4.3,"Maharashtrian,North Indian,Chinese",38
Pune,Shaukeen - The Complete Paan Shop,150,4.7,Desserts,34
Ahmedabad,Shawarma,400,4.1,"Arabian,Fast Food",44
Pune,Shawarma & Wraps,300,2.9,"Chinese,Indian",66
Hyderabad,Shawarma And Chinese Fast Food,300,2.9,Indian,34
Kolkata,Shawarma City,200,3.6,Lebanese,75
Kolkata,Shawarma City Express,200,3.7,Lebanese,75
Pune,Shawarma Culture,200,2.9,Indian,62
Bangalore,Shawarma Grill House,200,2.9,Arabian,56
Hyderabad,Shawarma House,200,2.9,"Arabian,Snacks",33
Mumbai,Shawarma House,600,2.9,Indian,54
Chennai,Shawarma Kadai,180,4.1,Arabian,62
Chennai,Shawarma Kings,200,4.2,"Arabian,Mediterranean",65
Kolkata,Shawarma Nation,300,4.7,"Middle Eastern,Fast Food,Lebanese",65
Surat,Shawarma Shop-Amdavadi Tawa Fry,300,4.4,Snacks,56
Hyderabad,Shawarma Spot,200,2.9,Arabian,76
Pune,Shawarma Spot,200,3.5,"Lebanese,Fast Food",47
Hyderabad,Shawarma Station,289,3.1,"Arabian,Lebanese",58
Mumbai,Shawarma Street,200,4.2,Fast Food,52
Bangalore,Shawarma Time,150,4.3,Arabian,48
Delhi,Shawarma Wala,300,3.4,North Indian,40
Mumbai,Shawarma'S & More,200,4.1,"Lebanese,Fast Food,Tibetan,Pizzas,Pastas",33
Bangalore,Shawarma21,150,4.3,"Arabian,Fast Food",54
Pune,Shazys Food Services,299,2.9,"Indian,Chinese,Fast Food",75
Pune,Shee Chinese,400,4.3,"Chinese,Asian,Thai",59
Ahmedabad,Sheeba Delicious,500,4.3,"North Indian,Chinese,Punjabi",49
Kolkata,Sheerazi,350,4.3,"North Indian,Chinese",68
Bangalore,Sheeshkebab,600,4.2,"Persian,Arabian,Indian,Middle Eastern,Biryani",55
Mumbai,Sheetal Restaurant,400,4,"Indian,Chinese,Maharashtrian,Biryani,Seafood",39
Pune,Sheetal Restaurant,400,4.4,"North Indian,South Indian,Chinese",47
Mumbai,Sheetal Restaurant And Bar,1200,4.2,Indian  Seafood  Chinese  Ice Cream,57
Bangalore,Shehzadas Biryani,350,4.2,"Biryani,Hyderabadi,Andhra,North Indian,South Indian,Tandoor,Chinese,Seafood",66
Mumbai,Shekhar Family Restaurant,350,3.8,Chinese  North Indian,45
Surat,Shekhawati Hotel,200,2.9,Indian,47
Kolkata,Sher-E-Punjab,500,4.3,"North Indian,Chinese",55
Surat,Sher-E-Punjab,300,3.9,"North Indian,Chinese",43
Ahmedabad,Sher-E-Punjab Dhaba,300,3.3,"Punjabi,Indian",82
Hyderabad,Sher-E-Punjab Dhaba,350,2.9,"Indian,Biryani",40
Ahmedabad,Shere Punjab Food	Corner,200,4.2,"Chinese,Indian",46
Kolkata,Shere Punjab Kolaghat,650,2.9,"Indian,Chinese,Salads",60
Chennai,Shero Home - Sambar Poriyal & Rasam,350,4.1,"South Indian,Home Food,Healthy Food,Desserts",84
Mumbai,Shetty'S Dosa Corner,280,2.9,South Indian,45
Bangalore,Shetty'S Karavali,500,2.9,"South Indian,Seafood,Biryani,Beverages",50
Bangalore,Shezan,600,4.3,"North Indian,Chinese,Continental,Mughlai",44
Kolkata,Shimla Biryani-Topsia,350,4.2,"Chinese,Indian,Biryani",63
Kolkata,Shiraz Golden Restaurant,500,4.4,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor",52
Bangalore,Shiro,1400,4.4,"Japanese,Asian",44
Pune,Shisha Jazz Cafe,600,2.9,"North Indian,Persian",61
Mumbai,Shiv Krupa,300,2.9,North Indian,48
Mumbai,Shiv Sagar,250,4.4,South Indian  Continental  Beverages  Ice Cream,56
Pune,Shiv Sagar,300,4.2,"North Indian,South Indian,Chinese,Fast Food",37
Mumbai,Shiv Sai Bhelpuri,300,2.9,Fast Food,49
Ahmedabad,Shiv Shakti Fast Food,200,2.9,"Gujarati,Fast Food",53
Ahmedabad,Shiv Shakti Kathiyawadi,300,4.3,Indian,44
Delhi,Shiv Shankar Dhaba,170,4,"Chinese,Thalis,Snacks",36
Surat,Shiva Garden Restaurant,200,2.9,Indian,66
Hyderabad,Shiva Sai Reddy Sweets & Chat,200,4.4,Sweets,60
Ahmedabad,Shiva'S Coffee Bar & Snacks,250,3.7,"Fast Food,Pizzas,Beverages",47
Ahmedabad,Shiva'S Food Zone,400,2.9,"Indian,Chinese,Beverages",39
Surat,Shivam,200,2.9,"Gujarati,Chinese,North Indian",46
Ahmedabad,Shivam Snacks,200,4.1,"Indian,North Indian",40
Kolkata,Shivohan Kitchen,150,4.6,"Fast Food,Indian",88
Mumbai,Shivs Kitchen,300,2.9,"Beverages,Chinese,Desserts,Indian",37
Pune,Shivsagar Pure Veg,300,2.9,"North Indian,Fast Food,Punjabi,Tandoor,Desserts,Ice Cream",81
Mumbai,Shivsagar Sakinaka,550,4.3,"North Indian,South Indian,Chinese",46
Mumbai,Shivsu Chinese Restuarant,400,4.2,Chinese,52
Pune,Shivtirth Vadapav,200,3.7,"Indian,Snacks",60
Mumbai,Shizusan,1500,2.9,"Japanese,Asian,Sushi",47
Mumbai,Shloka Dining Bar,600,4.3,North Indian  Malwani  Continental  South Indian  Chinese  Asian  Mughlai,54
Chennai,Shmoozie'S Hand-Crafted Ice Creams,200,2.9,"Ice Cream,Desserts",46
Ahmedabad,Shobha Foods,200,2.9,"North Indian,Indian",52
Pune,Shraavan Restaurant,400,4.4,"North Indian,Chinese,Continental,Indian,Beverages",36
Pune,Shraddha Restaurant,300,2.9,"South Indian,Chinese,Fast Food",64
Delhi,Shravana Cafe,300,3.6,"South Indian,Chinese",68
Ahmedabad,Shree Ambika Ma,200,3,"Chinese,North Indian,South Indian",77
Surat,Shree Annapoorna Family Restaurant,250,4.6,"Indian,Chinese,South Indian,Punjabi,Fast Food",62
Ahmedabad,Shree Annapurna- Maninagar,200,4.3,"North Indian,Combo,Punjabi,Chinese,Thalis,Beverages",35
Ahmedabad,Shree Atalji Dining Hall,220,4.2,"Thalis,Punjabi,Gujarati",69
Ahmedabad,Shree Atalji Khana Khajana,200,3.9,North Indian,73
Pune,Shree Bedi'S Paratha House,250,3.6,"Chinese,North Indian",71
Ahmedabad,Shree Bhairavnath Punjabi Bhojnalay,200,2.9,Punjabi,47
Surat,Shree Bhakti Dhokla & Spices,200,4.3,"Chinese,North Indian,Thalis,Punjabi",29
Surat,Shree Bhakti Dhokla And Spices,200,2.9,"Chinese,Indian,Thalis",46
Surat,Shree Chamunda Rajasthani Dalbati,250,2.9,"Indian,Chinese,Snacks",45
Mumbai,Shree Durga Hotel,400,2.9,"Chinese,Indian",41
Hyderabad,Shree Ganesh Darshini,150,3.6,South Indian,30
Kolkata,Shree Ganesh Home Kitchen,150,2.9,North Indian,98
Surat,Shree Ganesh Omlet,300,2.9,Fast Food,63
Mumbai,Shree Gurukrupa (Tilak Road),600,4.3,"North Indian,Chinese",45
Ahmedabad,Shree Janta Ice Cream,200,2.9,Continental,46
Surat,Shree Kathiyawadi Khadki,250,4.3,"Gujarati,Thalis,North Indian,Rajasthani,Desserts,Punjabi",46
Surat,Shree Kheteswar Mithaiwala,200,4.2,Sweets,33
Surat,Shree Khodiyar Kathyawadi Dhaba,250,3.9,"Gujarati,Punjabi,Indian",52
Chennai,Shree Konar Vilas,300,4.1,"South Indian,Chettinad",31
Mumbai,Shree Krishna Chhaya,400,4.3,North Indian  South Indian  Chinese  Fast Food,54
Ahmedabad,Shree Krishna Cold Drinks & Dairy Farm,100,4.1,"Desserts,Beverages",31
Kolkata,Shree Krishna Hot Chips,80,4.6,Snacks,43
Pune,Shree Krishna Juice Bar,150,5,"Juices,Beverages",39
Pune,Shree Krishna Palace,400,2.9,"North Indian,Fast Food,South Indian",33
Hyderabad,Shree Lalla Dhaba,350,4.1,North Indian,27
Chennai,Shree Maa Inti Devi Chat,200,3.6,"Snacks,Street Food,Chaat",40
Bangalore,Shree Mahalakshmi Sweets,200,4.1,"Sweets,Snacks",59
Pune,Shree Maharaja,100,4.2,South Indian,65
Ahmedabad,Shree Manmohan Kharek Center,100,2.9,Snacks,38
Ahmedabad,Shree Marutinandan Restaurant,200,2.9,"Indian,Chinese",80
Chennai,Shree Mithai,250,4.5,"Desserts,Street Food,Chaat",37
Mumbai,Shree Prasad,300,4.4,"North Indian,Chinese,Mughlai",53
