City,Restaurant,Price,Avg ratings,Food type,Delivery time
Delhi,Cake.Com,250,2.9,"Desserts,Bakery",37
Delhi,Cake@99,100,2.9,Bakery,73
Mumbai,Cakeology,300,4,"Desserts,Bakery",31
Kolkata,Cakerica,500,2.9,Bakery,71
Kolkata,Cakes  Phoolbagan,200,4.4,Bakery  Desserts,39
Kolkata,Cakes & Shapes,200,2.9,Desserts  Ice Cream,81
Mumbai,Cakes By Chocolate Heaven,200,2.9,"Desserts,Bakery",50
Kolkata,Cakes By Mama Mia!,300,2.9,"Bakery,Desserts",69
Bangalore,Cakes Joint,200,2.9,"Bakery,Desserts",64
Ahmedabad,Cakes N Bakes,350,3.9,"Desserts,Bakery",30
Pune,Cakes N Cakes,200,3.8,"Bakery,Desserts",58
Hyderabad,Cakes07,199,2.9,Bakery,57
Hyderabad,Cakes11,200,4,Bakery  Desserts,62
Pune,Cakeshahi,200,2.9,Bakery,37
Bangalore,Cakewala,450,4.3,Desserts,51
Bangalore,Cakezone,200,4.3,"Desserts,Bakery,Sweets,Ice Cream,Beverages,Juices,Bengali",55
Hyderabad,Cakezone,200,4,"Desserts,Bakery,Sweets,Ice Cream,Beverages,Juices,Bengali",30
Pune,Cakezone,200,4.4,"Desserts,Bakery,Sweets,Ice Cream,Beverages,Juices,Bengali",45
Kolkata,Calcutta 64,550,4.4,Continental,60
Kolkata,Calcutta Cabin,200,3.7,Bengali,78
Kolkata,Calcutta Calling,300,4.1,"Chinese,Tandoor,Mediterranean,Kebabs,Oriental,Thai,Snacks",53
Kolkata,Calcutta Canteen,500,2.9,Bengali,71
Kolkata,Calcutta Cravings,300,4.3,Bengali  Italian  Chinese  Combo  Snacks  Kebabs  Indian,43
Kolkata,Calcutta King,500,4.1,"Chinese,Asian",59
Delhi,Calcutta Mithai,200,4.2,"Chaat,Sweets",57
Bangalore,California Burrito,250,4.5,"Mexican,American,Salads,Continental,Keto,Healthy Food",35
Bangalore,Call Me Chow,400,4.3,"Chinese,Pan-Asian",56
Kolkata,Calorie Crave,400,2.9,Continental  Indian  Desserts,70
Bangalore,Candice'S Gourmet Sandwiches,650,4.4,"Continental,American",55
Bangalore,Candy Cloud Factory,300,2.9,"Beverages,Desserts,Fast Food,Ice Cream",50
Bangalore,Cane Fresh,50,4.4,"Indian,Beverages,Desserts",39
Hyderabad,Cane Land,150,2.9,Snacks  Beverages,88
Bangalore,Cantan,1000,4.5,"Chinese,Asian,Vietnamese,Pan-Asian,Seafood,Desserts",35
Delhi,Canteen Central - Burgers Pastas And More,300,4,"American,Pastas,Fast Food,Snacks,Desserts,Beverages,Asian,Italian,Tibetan,North Indian",33
Mumbai,Canteen Central - Burgers Pastas And More,300,4.2,American  Pastas  Snacks  Desserts  Beverages  North Indian  Asian,41
Chennai,Canvas By Sketch,1200,4.4,"Continental,Asian,Italian,Indian",71
Hyderabad,Capital Multi Cuisine Restaurant,500,3.8,"Haleem,Arabian,Biryani,Tandoor,Chinese,Indian,Desserts,Kebabs,Mughlai",33
Mumbai,Capital Social,500,4.3,"Indian,Chinese,South Indian,American,Kebabs,Mughlai,Biryani,Combo",46
Chennai,Cappuccino At Crowne Plaza Chennai,300,4.5,"North Indian,Indian,Salads,Biryani,Chinese,Juices,Desserts",77
Surat,Captain Egg,200,2.9,"Indian,Oriental,Continental",59
Pune,Caramella'S,400,2.9,"Desserts,Bakery",53
Pune,Caramellas Cake Shop Navi Peth,100,2.9,Bakery,33
Kolkata,Caravan Cafe,500,4.4,"Continental,Italian,American",68
Mumbai,Caravan Serai,1000,2.9,Indian  Fast Food,63
Bangalore,Carnival De Goa,500,4.1,"Goan,Mangalorean,Kerala,South Indian,Seafood,Coastal,Continental",48
Pune,Carnival Restaurant & Bar,1000,4.2,"North Indian,Chinese,Seafood,Continental",64
Bangalore,Carols Pastries & Bakers,500,4.5,Bakery,45
Kolkata,Casa Kitchen,1000,4.3,"North Indian,Chinese,Continental",60
Mumbai,Casa Mia,500,2.9,Mexican,47
Delhi,Castle'S Barbeque,500,2.9,Chinese,60
Chennai,Celebration,250,4,"Continental,Desserts,Beverages",48
Kolkata,Celebration,300,2.9,"Desserts,Bakery",52
Mumbai,Celebrations 365,400,4.3,"North Indian,Chinese,South Indian,Continental",42
Mumbai,Celini - Grand Hyatt Mumbai,1800,2.9,"Italian,Continental,North Indian,Mughlai,Pizzas,Bakery",61
Surat,Center Point -Gandhi Smruti,200,4.1,"Chinese,Pizzas,Continental,Indian,Street Food,Thalis",28
Mumbai,Central Peninsula,400,4.4,"North Indian,Chinese,South Indian",47
Hyderabad,Cfc Chinese Food Court,200,2.9,Chinese,37
Kolkata,Cfk,500,2.9,"Pizzas,Pastas,Fast Food",90
Kolkata,Cha Bar Allenby,300,2.9,"Indian,Snacks,Beverages",67
Delhi,Chaap Kingdom,300,4.2,Indian,40
Ahmedabad,Chaap Story,200,2.9,North Indian,46
Mumbai,Chaaps & More,300,4,"Indian,Punjabi,Tandoor",51
Pune,Chaat Bazaar,200,2.9,Fast Food,52
Pune,Chaat Cafe,150,2.9,"Fast Food,Italian,Beverages,Juices",53
Bangalore,Chaat House,200,2.9,"Beverages,Ice Cream,North Indian,Snacks",59
Bangalore,Chaat Paavlian,150,2.9,Fast Food,48
Bangalore,Chaat Street,200,4.2,"Fast Food,Snacks,Chaat,Street Food,Beverages,Combo,North Indian,Indian,Maharashtrian,Rajasthani",58
Bangalore,Chaat Street Express,150,2.9,"Fast Food,Snacks,Chaat,Street Food,Beverages,Combo,North Indian,Indian,Maharashtrian,Rajasthani",59
Bangalore,Chaatimes,150,4.4,"Chaat,Beverages",34
Bangalore,Chaayos Meri Wali Chai,250,4.7,"Bakery,Beverages,Chaat,Desserts,Fast Food,Home Food,Italian,Maharashtrian,Snacks,Street Food,Sweets",39
Mumbai,Chaayos Meri Wali Chai,250,2.9,"Bakery,Beverages,Chaat,Desserts,Home Food,Italian,Maharashtrian,Snacks,Street Food,Sweets",37
Kolkata,Chaccha Jaan - Biryani Kebabs & Curries,400,4.1,"Biryani,North Indian,Mughlai,Kebabs",67
Kolkata,Chacha'S Kitchen,200,4.3,"Fast Food,Biryani,Chinese,Combo,Snacks",73
Pune,Chafa Cafe And Studio,900,4.6,"Italian-American,Fast Food,Continental",58
Pune,Chai - The Way You Like It,250,4,Fast Food,73
Hyderabad,Chai Amruth,110,2.9,Beverages,64
Kolkata,Chai Break - Allenby Rd,800,4.2,Indian  Chinese  Pizzas  Italian,57
Ahmedabad,Chai Coffe Point,200,3.9,"Snacks,Beverages,Pizzas",46
Bangalore,Chai Days,200,4.4,"Beverages,Snacks,Combo,Bakery",53
Ahmedabad,Chai G,200,3.3,"Beverages,Fast Food,Snacks",30
Chennai,Chai Garden,200,2.9,"South Indian,Beverages",63
Chennai,Chai Glass,200,3.9,"Desserts,Bakery,Beverages,Snacks,Pastas",52
Chennai,Chai Kanth,150,4.1,Beverages,70
Chennai,Chai Kings,150,4.5,"Beverages,Snacks",38
Hyderabad,Chai Kings,150,4.5,Fast Food  Combo  Desserts  Beverages,62
Bangalore,Chai Mane,100,3.7,"Fast Food,Snacks,Beverages",47
Bangalore,Chai Point,150,4.5,"Bakery,Combo,Beverages,Maharashtrian,Snacks,Street Food,South Indian,Punjabi,Fast Food",36
Hyderabad,Chai Point,150,4.2,"Bakery,Combo,Beverages,Maharashtrian,Snacks,Street Food,South Indian,Punjabi,Fast Food",57
Mumbai,Chai Point,150,4.2,"Bakery,Combo,Beverages,Maharashtrian,Snacks,Street Food,South Indian,Punjabi,Fast Food",35
Ahmedabad,Chai Sutta Bar,400,2.9,"Street Food,Cafe,Snacks",47
Hyderabad,Chai Sutta Bar Dilsukhnagar,300,2.9,"Beverages,Fast Food",50
Chennai,Chai Truck,200,4.1,"Continental,American,Fast Food,Beverages",76
Hyderabad,Chai Vaai Cafe,200,2.9,Snacks  Indian  Chinese,55
Ahmedabad,Chai Wai,200,4.5,"Beverages,Fast Food",36
Chennai,Chai World,250,4.4,"Beverages,Snacks",52
Chennai,Chaicup,200,4.3,"Beverages,Snacks,Bakery",36
Chennai,Chaihood,100,4.4,"Snacks,Beverages",53
Bangalore,Chaipatty,200,3.9,"Fast Food,Beverages,Pizzas,Street Food,Snacks",56
Pune,Chaitanya Paranthas,200,4.2,"North Indian,Punjabi,Chinese,Thalis,Combo,Beverages,Desserts",35
Surat,Chakabhai Bhelwala,100,4.1,Fast Food,52
Kolkata,Chakhna Wakhna,200,2.9,"Chinese,Fast Food",88
Mumbai,Chakra,600,4.3,"Indian,Chinese",45
Bangalore,Chakum Chukum,400,4.3,Chinese,56
Surat,Chalman Exotic Locho & Khaman,500,4.2,Fast Food,50
Delhi,Chalte Firte Momos & Special Foods,200,3.8,"Chinese,Fast Food,North Indian",36
Surat,Chalu Chinese,400,2.9,"Chinese,Seafood",59
Surat,Chalu Momo,200,4,"Chinese,Fast Food",58
Chennai,Chamiers Cafe,1000,4.5,"Continental,Italian",66
Mumbai,Chan Su Chinese,400,2.9,Chinese,40
Surat,Chandan Bhojnalay,150,4.2,"Thalis,Gujarati,Indian,Punjabi",35
Kolkata,Chandigarh Hotel,300,4.1,Indian,62
Hyderabad,Chandigarh Patiala Dhaba,350,2.9,North Indian  Sweets,62
Hyderabad,Chandni Chowk,150,3.8,North Indian  Combo  Street Food  Fast Food  Beverages,49
Ahmedabad,Chandravilas Corner,150,2.9,"Gujarati,Fast Food",84
Mumbai,Chandu Halwai,150,4.4,Sweets,42
Kolkata,Chang'S Combos,300,3.9,"Chinese,Combo,Beverages",69
Mumbai,Changs Kitchen,500,2.9,Chinese,49
Chennai,Chap Chay - The Raintree,1200,4.4,"Chinese,Thai,Malaysian",72
Kolkata,Chaplin Chinese Restaurant,300,4,North Indian,78
Kolkata,Chapter 2,1200,4.4,"Continental,European,Italian,Pastas",75
Mumbai,Charcoal Eats - Biryani & Beyond,499,4.3,"Biryani,North Indian,Mughlai,Afghani,Hyderabadi,Kebabs",32
Kolkata,Charcoal Grill,600,4.2,"Indian,Chinese,Seafood",62
Ahmedabad,Charlie,149,2.9,"Pizzas,Pastas,Snacks,Beverages",49
Pune,Charmi Family Restaurant,350,2.9,"Chinese,Indian,Mughlai",60
Mumbai,Chasity Cheesecake,350,2.9,"Desserts,Bakery",57
Bangalore,Chaska,200,2.9,"Fast Food,Snacks,Beverages",68
Bangalore,Chaska Bun,178,4.4,Street Food,57
Surat,Chaska Chinese Corner,200,2.9,Chinese,44
Ahmedabad,Chaska Punjab Da,450,2.9,"North Indian,Chinese,Biryani,Continental,Punjabi,Italian,Fast Food,European,Mexican,Thai,Thalis,Indian",47
Bangalore,Chat And Cool Corner,100,2.9,"Fast Food,Chaat",57
Mumbai,Chat Chaska,100,2.9,Chaat,46
Kolkata,Chat Hut - Swimming Pool,150,4.3,Street Food,67
Ahmedabad,Chat On Chaat,300,2.9,"Street Food,Chaat,Snacks,Fast Food",47
Kolkata,Chata Chati,250,2.9,"Snacks,Indian",70
Chennai,Chatar Patar,300,2.9,"Fast Food,Street Food",71
Kolkata,Chatar Patar,200,4.3,"Street Food,Indian,Beverages,Chaat,Combo,Pastas,Snacks",65
Ahmedabad,Chatode Online Eatery,500,2.9,Indian,46
Pune,Chatori Dilli,250,2.9,Fast Food,41
Chennai,Chatpata Chat House,150,4.1,"South Indian,Bakery,Desserts",44
Ahmedabad,Chatpati Handi,160,2.9,"South Indian,North Indian",49
Delhi,Chattore,150,2.9,"Chinese,Tandoor",77
Delhi,Chaubara,250,4.4,"Fast Food,Snacks,Beverages",71
Kolkata,Chaurasia Pan Shop,100,4.4,Paan,74
Delhi,Chawla Kitchen,500,3.8,"Chinese,Mughlai,Indian,Snacks,Popular Brand Store,Fast Food",48
Delhi,Chawla'S (Shalimar Bagh),400,4.2,"North Indian,Chinese",64
Mumbai,Chawlas^2,400,4.2,North Indian  Indian  Punjabi  Tandoor,57
Chennai,Chaya & Kadi,100,2.9,"Indian,Seafood",68
Chennai,Cheap & Best Kitchen,500,2.9,"Biryani,North Indian",63
Delhi,Chee Chee,300,2.9,"Italian,Continental,Pizzas",40
Mumbai,Cheelizza- India Ka Pizza,500,4.2,"Italian,Fast Food,Chinese,Desserts,Pizzas",53
Ahmedabad,Cheers,250,4.7,"Desserts,Beverages",31
Delhi,Cheers Resto Bar,300,2.9,North Indian,56
Pune,Cheese And Crust,300,2.9,"Pizzas,Fast Food,Beverages",69
Bangalore,Cheese Meets Bread,300,4.6,"Snacks,Beverages",57
Mumbai,Cheese On Fire,300,2.9,Snacks,50
Delhi,Cheesecake & Co,350,4.3,Bakery,40
Hyderabad,Cheesiaano Pizza,300,4,"Italian,Pizzas",34
Pune,Cheesiano Pizza,500,3.9,"Italian,Pizzas,Fast Food",52
Pune,Cheesiano Pizza(Law College),300,3.9,"North Indian,Pizzas,Pastas",48
Kolkata,Cheesy Blast,250,2.9,"Fast Food,Indian,Mughlai,Pizzas",76
Chennai,Cheesy Juicy Burgers,450,3.9,"Fast Food,Continental",60
Ahmedabad,Cheeze Adda,400,2.9,North Indian,53
Delhi,Chef Brothers Shawarma Roll,500,2.9,North Indian,53
Chennai,Chef Express,250,4,Italian,75
Hyderabad,Chef Inam'S Steak House,1200,4.2,"Steakhouse,American",69
Mumbai,Chef Kitchen,500,3.8,"Indian,Chinese",59
Mumbai,Chef Kong,650,4,Chinese  Thai,54
Delhi,Chef Nation,300,2.9,"Chinese,Beverages",50
Kolkata,Chef Special,300,2.9,"Chinese,North Indian,Seafood,Biryani",79
Mumbai,Chef'S Hat,500,2.9,Indian  Punjabi  North Indian  Mughlai  Seafood,59
Hyderabad,Chef'S Sandwich,600,2.9,Fast Food,67
Bangalore,Chefmaster,300,4.1,"South Indian,Kerala,Seafood",55
Mumbai,Chelaram Farsan,100,4.4,Snacks  Sweets,48
Mumbai,Chembur Cafe & Hotel,300,2.9,"Chinese,Indian,Seafood,Biryani,Beverages,Desserts",49
Mumbai,Chembur Fast Food,300,3.9,"Chinese,North Indian",50
Mumbai,Chembur Gymkhana (Phase 1),400,4.2,Indian,52
Mumbai,Chembur Social,600,3.7,Indian  Chinese  Fast Food  American  Biryani  Combo,59
Mumbai,Chembur South Central,280,2.9,South Indian,43
Chennai,Chennai Biryani Centre,400,2.9,"Biryani,Chinese",58
Chennai,Chennai Cakes,200,4.2,Bakery,68
Chennai,Chennai Classic Cakes,250,4.6,"Bakery,Continental,Pizzas",58
Chennai,Chennai Creams,200,2.9,Indian,59
Ahmedabad,Chennai Express,200,4,South Indian,39
Kolkata,Chennai Express Kolkata,200,2.9,South Indian,74
Chennai,Chennai Fast Food,160,2.9,Indian,58
Chennai,Chennai Mugil Soup,200,2.9,Fast Food,59
Chennai,Chennai Rawther,300,3.9,"Biryani,South Indian,North Indian,Chinese",64
Chennai,Chennai Rawther Biriyani,300,4.2,"Chinese,North Indian,Biryani",76
Kolkata,Chennai Square,500,4.6,South Indian,59
Chennai,Chennai Woodlands - Since 1963,300,4.2,"South Indian,North Indian,Desserts,Beverages,Thalis",45
Kolkata,Chennai Xpress,300,4.1,"South Indian,North Indian,Chinese,Beverages",74
Ahmedabad,Cherries - Silver Heights,300,2.9,"Combo,Indian",40
Hyderabad,Cherrys Kitchen,200,2.9,"Arabian,Chinese,Beverages",51
Chennai,Chettinese,300,2.9,"Chinese,Indian",57
Bangalore,Chetty'S Corner,200,4,Fast Food,51
Kolkata,Chettys Corner,200,4.7,Fast Food,64
Kolkata,Chez - Pan Oriental Kitchen,350,4.4,"Chinese,Pan-Asian,Asian,Burmese,Thai",75
Kolkata,Chhappan Bhog,150,4.2,Sweets,48
Ahmedabad,Chhasswala,150,2.9,"Street Food,Beverages",40
Ahmedabad,Chhaswala,200,4.6,"Beverages,Desserts",38
Surat,Chhaswala,100,4.3,"Beverages,Desserts",30
Delhi,Chhaunk,150,4.3,"North Indian,Desserts",47
Surat,Chhote Miyan,300,4.2,North Indian,39
Bangalore,Chianti,1250,4.7,"Italian,Pizzas,Salads,Pastas,Desserts",46
Hyderabad,Chicha'S,200,3.8,"Biryani,Hyderabadi,Indian,Street Food",40
Bangalore,Chichabas Taj,532,4.2,"Mughlai,North Indian,Biryani",54
Bangalore,Chichas,250,2.9,"Chinese,Indian",49
Hyderabad,Chichore Cafe,600,2.9,Italian  Beverages,51
Hyderabad,Chickden,250,4.1,"Indian,Arabian,Chinese",44
Delhi,Chicken Bites,400,2.9,"Indian,Tandoor,Kebabs",53
Delhi,Chicken Dum Biryani,300,2.9,"Mughlai,Indian",45
Ahmedabad,Chicken Express,300,2.9,Chinese,58
Surat,Chicken Hut,500,3.9,"Mughlai,Chinese,Biryani,Fast Food",40
Delhi,Chicken Khurana,300,2.9,"Indian,Desserts,Snacks",48
Pune,Chicken Xperience By Venky'S,300,2.9,"Continental,Beverages,Snacks",60
Pune,Chicken Xperience By Venky'S (Warje),200,4.5,"Fast Food,Beverages,Desserts,Biryani",64
Kolkata,Chicken Xperience By Venkys,200,2.9,Fast Food,95
Chennai,Chicking,350,4.3,"Fast Food,Continental",58
Mumbai,Chicking,500,2.9,"Fast Food,Continental",51
Hyderabad,Chickn Wickn,200,3.9,"North Indian,Chinese,Biryani",61
Bangalore,Chickpet Donne Biriyani House,200,3.8,"Indian,Chinese",52
Hyderabad,Chickpet Donne Biryani House,400,3.7,Indian,28
Chennai,Chickwalk,300,4.4,"Fast Food,Continental,Beverages,Ice Cream",85
Delhi,Chili'S American Grill & Bar,900,4.2,"American,Salads,Mexican,Italian,Steakhouse",76
Kolkata,Chili'S American Grill & Bar,900,4.4,"American,Salads,Mexican,Italian,Steakhouse",76
Pune,Chill Out,300,4,"Fast Food,Street Food,Beverages",67
Kolkata,Chill Station,300,3.1,"Ice Cream,Pizzas,Beverages,Fast Food",47
Mumbai,Chilli Bean,300,2.9,Chinese,54
Kolkata,Chilli Flakes,300,4,"Chinese,Asian",57
Pune,Chilling Adda,300,2.9,"North Indian,Fast Food,Italian,Beverages",35
Kolkata,Chilly Culture,500,4.3,"Chinese,Thai,North Indian",74
Chennai,Chilly Tales Eataliano,200,2.9,Indian,49
Kolkata,Chilyman,200,2.9,Chinese,89
Mumbai,Chimichurri - All Day Asian Diner,1300,4.4,"Asian,Japanese",57
Pune,Chimichurri - All Day Asian Diner,1000,2.9,"Pan-Asian,Beverages,Chinese",50
Chennai,Chin Chin - The Residency,1900,4.3,Chinese,72
Kolkata,Chin Thai,300,4.2,"Chinese,Thai,Indian",83
Mumbai,China Bite,400,4,"Chinese,Thai",30
Kolkata,China Box,300,2.9,Chinese,82
Hyderabad,China Express & Sizzling Joe,500,4,Chinese  Italian,61
Mumbai,China Garden Restaurant,300,2.9,"Chinese,Asian",40
Mumbai,China Gate (Mahakali - Andheri East),1200,4.3,Chinese,70
Delhi,China Gate Fast Food,250,2.9,Chinese,63
Delhi,China Hot & Hot,200,3.7,"Chinese,Tandoor,Indian",66
Pune,China House,200,2.9,Chinese,70
Mumbai,China House Restaurant By Grand Hyatt Mumbai,1800,2.9,Chinese  Pan-Asian  Tibetan  Oriental  Mongolian,56
Ahmedabad,China Hut,400,4,"North Indian,Chinese",33
Ahmedabad,China In Box,200,2.9,"Indian,Fast Food,Chinese",49
Mumbai,China Magic,350,2.9,Chinese,52
Mumbai,China Palace,300,2.9,Chinese,37
Pune,China Park,250,4,Chinese,64
Bangalore,China Pearl,1100,4.5,"Chinese,Asian",64
Chennai,China Town,500,4.5,Chinese,37
Surat,China Town -Chinese Food,200,4.2,"Chinese,Indian",35
Delhi,China Town Kathi Rolls,250,4.6,Fast Food,44
Mumbai,China Villa,200,4.1,Chinese  North Indian  Fast Food  Snacks  Beverages,55
Pune,China Wale,200,2.9,Chinese,75
Kolkata,China Whites,1000,4.1,"Indian,Chinese",73
Mumbai,Chine Dine,350,3.7,"Chinese,Thai,North Indian,Biryani,South Indian,Maharashtrian,Snacks,Combo",56
Delhi,Chines Hot Hub,199,2.9,Chinese,52
Ahmedabad,Chinese Adda,250,2.9,Chinese,40
Mumbai,Chinese Adda,250,2.9,Chinese,44
Chennai,Chinese Baba,300,2.9,"Biryani,Barbecue,Chettinad,Chinese",68
Bangalore,Chinese Bae,400,3.7,"Chinese,Thai,Seafood,Asian,Combo,Healthy Food,Beverages",51
Bangalore,Chinese Bistro,200,2.9,"Chinese,Biryani",63
Delhi,Chinese By Heart,200,4.1,"Chinese,Asian,Snacks,Fast Food",37
Delhi,Chinese By Nature,100,3.2,"Chinese,Indian",53
Hyderabad,Chinese By Sahadeva Reddy,200,4.2,"Chinese,Fast Food",39
Kolkata,Chinese Combo World,300,3.7,"Chinese,Combo",72
Pune,Chinese Culture,300,3.8,"Chinese,Fast Food,Malaysian,Asian,Indian,Beverages,Snacks,Desserts,Combo",71
Mumbai,Chinese Culture - By Singh Saab,500,4,Chinese,54
Kolkata,Chinese Empire,300,2.9,Indian,96
Hyderabad,Chinese Fast Food,250,2.9,Chinese,37
Delhi,Chinese Fiesta (Since 1998),150,3.6,"Chinese,Continental,Snacks,Beverages,Italian,Desserts",50
Mumbai,Chinese Food Co,400,2.9,"North Indian,Chinese,Seafood",45
Kolkata,Chinese Food Corner,200,3.7,"Chinese,Tandoor",85
Delhi,Chinese Food Nation,300,3.7,"Continental,Chinese",69
Bangalore,Chinese Hot,350,4.4,"Chinese,Thai,North Indian",48
Hyderabad,Chinese Hut Fast Food,150,3.6,"Chinese,Fast Food",45
Bangalore,Chinese Kitchen,300,4.1,"Chinese,Indian",65
Pune,Chinese Kitchen,300,2.9,"North Indian,Chinese",39
Delhi,Chinese Kitchen King,150,2.9,"Chinese,Snacks,Tandoor",58
Bangalore,Chinese Nalapaka,200,3.9,"Chinese,Indian",56
Mumbai,Chinese Palace,300,2.9,"Chinese,Seafood",43
Delhi,Chinese Palace By Vhc,150,2.9,"Chinese,Beverages,Snacks,Ice Cream,Combo,Thalis",49
Chennai,Chinese Panda,450,3.7,"Chinese,Fast Food",55
Kolkata,Chinese Panda,400,3.7,"Chinese,Asian,Combo,Tibetan,Oriental,Thai,Pan-Asian",70
Hyderabad,Chinese Pavilion,850,4.3,"Chinese,Seafood",64
Mumbai,Chinese Pavilion,400,2.9,Chinese  Thai,51
Kolkata,Chinese Plaza Momo Centre,300,4.1,"Chinese,Fast Food",90
Surat,Chinese Point,200,3.4,Chinese,40
Pune,Chinese Room,400,2.9,Chinese,44
Bangalore,Chinese Trail,350,3.3,"Chinese,Thai,Seafood,Asian,Combo,Healthy Food,Beverages",57
Delhi,Chinese Veg Crunch,300,4,"Chinese,Fast Food",49
Kolkata,Chinese Wall,100,4.2,"Chinese,Snacks",43
Pune,Chinese Whinese,300,2.9,"Chinese,Indian",76
Bangalore,Chinese Wok (Wok Express),250,3.9,"Chinese,Asian,Tibetan,Desserts",61
Mumbai,Chinese Wok (Wok Express),250,4.1,"Chinese,Asian,Tibetan,Desserts",32
Chennai,Chinese Wox,300,4.6,Chinese,68
Pune,Chinese \Rstation,250,2.9,Chinese,75
Mumbai,Chinese@99,200,2.9,Chinese,56
Mumbai,Chinesezilla,200,4.1,"Chinese,Combo,Snacks,Indian,North Indian",41
Mumbai,Ching Asia,600,4.5,Pan-Asian,64
Mumbai,Ching Chong Asian,400,3.8,"Chinese,Asian",52
Ahmedabad,Ching Chong Chinese,400,4.8,"Chinese,Asian,Beverages",45
Kolkata,Chinise Mini Hut,300,4.4,Chinese,87
Bangalore,Chinita Real Mexican Food,1000,4.5,"Mexican,Beverages,Salads",53
Pune,Chirp Cafe,400,4.4,"Beverages,Chinese,Indian,Italian,Pizzas",48
Chennai,Chit Chat,100,2.9,"Desserts,Ice Cream,Snacks",58
Delhi,Chit Chat,300,4.3,"North Indian,Chinese",50
Pune,Chitale Ice Cream,250,4.7,Ice Cream,33
Delhi,Chitrakut,400,4.2,"Biryani,North Indian,Chinese,Thalis",33
Hyderabad,Chitti In Town Robot Restaurant,250,2.9,"Indian,Chinese,Tandoor,Seafood",61
Pune,Chizzlers,700,2.9,Chinese,75
Mumbai,Chocday,350,4.5,Desserts  Bakery,38
Pune,Chocolate Biclate,250,4.3,"Bakery,Desserts,Beverages",46
Chennai,Chocolate Fantasy,200,4.1,"Bakery,Desserts,American,Italian,Beverages",64
Hyderabad,Chocolate Ideas,300,3.8,Desserts  Haleem  Home Food  Healthy Food  Fast Food  Sweets  Beverages,82
Ahmedabad,Choice Corner Restaurant,350,4.2,"Indian,Chinese,Combo,Thalis,Beverages,North Indian,Punjabi",35
Ahmedabad,Choice Snack Bar,450,4.4,Beverages,33
Kolkata,Chokherkhida,150,4.3,"Fast Food,Chinese",41
Chennai,Cholan Mess,800,4.1,"Indian,Chinese,Biryani,Beverages",70
Kolkata,Cholo Khai,200,4.2,Bengali,90
Delhi,Choolah (Pure Veg),200,3.6,"North Indian,Mughlai,Punjabi",73
Chennai,Chop 'N' Stix,500,4.3,Chinese,77
Delhi,Chopper'S Stop,300,2.9,"Chinese,Fast Food,Indian",51
Bangalore,Chopstick,350,3.8,"Chinese,Thai,Seafood,Asian,Combo,Healthy Food,Beverages",51
Mumbai,Chopstick,600,2.9,"Chinese,Indian,Mughlai",57
Kolkata,Chopstick - Ballygunge,400,3.7,Chinese,64
Hyderabad,Chopstick Chan,200,4.1,Chinese,76
Pune,Chopsticks And Pastas,200,4.3,"Chinese,Fast Food,Italian,Asian,Thai,Pizzas,Street Food",48
Delhi,Chotiwala -The Mouth Watering Food,300,2.9,"North Indian,Biryani",61
Surat,Chotiwala Restuarant,200,2.9,Indian,61
Bangalore,Chotu Motu Vadapavwala,100,2.9,"Fast Food,Beverages",50
Pune,Chotu Tapriwala,300,2.9,"Fast Food,Beverages",67
Ahmedabad,Chow Chow Asian Kitchen,250,2.9,Chinese,49
Pune,Chow Chow Chinese,200,3.9,Chinese,34
Mumbai,Chow Chow India,250,2.9,Chinese,41
Kolkata,Chowman,700,4.4,"Asian,Chinese,Thai,Pan-Asian",50
Kolkata,Chowology,200,4.4,Fast Food  Chinese  Asian  Thai  Oriental  Pan-Asian  Seafood  Combo,66
Pune,Chowpati Natural Kulfi,100,2.9,"Desserts,Ice Cream",30
Kolkata,Chowrasia Chaats,150,3.9,"Street Food,Snacks",55
Kolkata,Chows And Rolls,250,3.8,"Chinese,Fast Food",68
Bangalore,Chuckling Chinese,300,4.1,"Chinese,Fast Food",63
Ahmedabad,Chula Dhosa Hut,400,2.9,South Indian,50
Ahmedabad,Chula Matka Biryani Kitchen,400,2.9,Biryani,59
Mumbai,Chulah - The Amritsari Dhaba,400,4.1,North Indian,50
Delhi,Chulha Chowka,250,2.9,"Chinese,North Indian,Tandoor",67
Hyderabad,Chulha Chowki,350,2.9,"Indian,Chinese,Kebabs,Tandoor,Biryani,Snacks,Beverages,Desserts,Arabian",55
Hyderabad,Chung Hua Estd 1983,300,3.9,"Chinese,Asian,Thai,Seafood,Singaporean",58
Bangalore,Chung Wah,700,4,"Chinese,Snacks",49
Bangalore,Chung Wah Express,450,2.9,Chinese,46
Bangalore,Chung Wah Opus,300,3.8,"Chinese,Pan-Asian",47
Bangalore,Chung'S,400,2.9,"Thai,Chinese",60
Bangalore,Chungs Chinese Corner - Cunningham Road,450,4.2,"Chinese,Snacks",36
Mumbai,Chunkies,250,4,"Fast Food,American,Indian",34
Kolkata,Chunky Monkey,200,3.2,"Italian,Pizzas,Fast Food",84
Delhi,Chunmun'S Snacks & More,250,2.9,"North Indian,Fast Food,Snacks",45
Ahmedabad,Chup Chaap,200,4.8,"Indian,Tandoor,Beverages,North Indian,Chinese,Combo,Salads,Fast Food",52
Bangalore,Church Street Social,500,4.2,"Indian,Chinese,South Indian,American,Fast Food,Kebabs,Mughlai,Biryani,Combo",38
Pune,Churro Mania,300,4.6,Desserts,71
